mean,variance,std_dev,min,max,range,difference,diff,state
0.3063063063063063,0.078125,0.2795084971874738,0.4,0.2121212121212121,0.2352941176470588,0.6129032258064515,0.5588235294117647,Fatigue
0.3693693693693693,0.240234375,0.4901370981674414,0.4,0.3636363636363635,0.5294117647058824,0.7096774193548386,0.6764705882352942,Fatigue
0.4504504504504507,0.130859375,0.3617449032121947,0.4800000000000001,0.3636363636363635,0.4117647058823529,0.5161290322580645,0.5,Fatigue
0.7657657657657662,0.00390625,0.0625,0.88,0.4848484848484848,0.0588235294117647,0.5161290322580645,0.4411764705882353,Fatigue
0.3063063063063063,0.009765625,0.0988211768802618,0.44,0.1818181818181816,0.1176470588235294,0.5483870967741935,0.3823529411764705,Fatigue
0.7927927927927929,0.072265625,0.2688226645950821,0.7999999999999999,0.5454545454545454,0.2941176470588235,0.4516129032258064,0.3529411764705882,Fatigue
0.6756756756756759,0.0234375,0.1530931089239486,0.7599999999999999,0.4242424242424243,0.1176470588235294,0.5483870967741935,0.6176470588235294,Fatigue
0.144144144144144,0.005859375,0.0765465544619743,0.3199999999999999,0.0606060606060605,0.0588235294117647,0.5483870967741935,0.4411764705882353,Fatigue
0.1711711711711712,0.0,0.0,0.36,0.0606060606060605,0.0,0.5483870967741935,0.4411764705882353,Fatigue
0.0720720720720722,0.091796875,0.3029799910885206,0.16,0.0606060606060605,0.2941176470588235,0.3870967741935484,0.2941176470588235,Fatigue
0.9009009009009012,0.00390625,0.0625,1.0,0.5757575757575757,0.0588235294117647,0.5483870967741935,0.5294117647058824,Fatigue
0.7027027027027026,0.052734375,0.2296396633859229,0.7599999999999999,0.4848484848484848,0.2352941176470588,0.6129032258064515,0.5294117647058824,Fatigue
0.4954954954954957,0.072265625,0.2688226645950821,0.5599999999999999,0.3636363636363635,0.2941176470588235,0.5806451612903225,0.5294117647058824,Fatigue
0.4234234234234235,0.03515625,0.1875,0.5199999999999999,0.2727272727272727,0.1764705882352941,0.5483870967741935,0.4705882352941176,Fatigue
0.6666666666666667,0.01953125,0.1397542485937369,0.7599999999999999,0.4242424242424243,0.1176470588235294,0.6129032258064515,0.4705882352941176,Fatigue
0.4684684684684685,0.083984375,0.2898005779842408,0.5599999999999999,0.3636363636363635,0.2941176470588235,0.5483870967741935,0.6764705882352942,Fatigue
